N	cond
0	1.0
1	4.199963380217319
2	11.629136510896736
3	9.848351053898082
4	10.755543683030412
5	17.05855400094884
6	24.979360363272495
7	31.34064241459905
8	41.27905490534984
9	54.84820021711483
10	68.89043836964022
11	84.06807539280815
12	102.12719128798227
13	122.23126034920337
14	143.67198832165306
15	167.09778527458647
16	192.7435816373762
17	220.2547537172268
18	249.62057786443296
19	281.0370165705488
20	314.4855225311245
21	349.8967592673489
22	387.31132732380644
23	426.7679839684559
24	468.2546934780016
25	511.7701495650203
26	557.3326014780995
27	604.9506380666135
28	654.6255470320983
29	706.3636989258023
30	760.1729942821769
31	816.0582903272096
32	874.0239156379685
33	934.0751520018231
34	996.2168983152817
35	1060.453345549755
36	1126.7886342503532
37	1195.2268848348197
38	1265.771939925795
39	1338.427424114149
40	1413.196858156515
41	1490.0836290326067
42	1569.0909645751829
43	1650.221965209331
44	1733.4796213401853
45	1818.8668090828508
46	1906.3862951253764
47	1996.040747750186
48	2087.8327421495997
49	2181.7647636392076
50	2277.83921294047
51	2376.0584113228297
52	2476.4246044056245
53	2578.939965788381
54	2683.6066008092876
55	2790.426549941943
56	2899.4017918399113
57	3010.5342462529475
58	3123.825776796658
59	3239.2781935138173
60	3356.893255269877
61	3476.67267201926
62	3598.6181069369927
63	3722.7311784189897
64	3849.013461968748
65	3977.466491978092
66	4108.091763408324
67	4240.89073337772
68	4375.864822662678
69	4513.015417119504
70	4652.343869030721
71	4793.851498380618
72	4937.539594066031
73	5083.409415045989
74	5231.4621914331765
75	5381.699125532487
76	5534.121392827857
77	5688.730142923149
78	5845.526500437016
79	6004.511565857132
80	6165.686416353843
81	6329.052106557602
82	6494.609669300511
83	6662.360116325309
84	6832.304438963576
85	7004.443608782762
86	7178.778578207404
87	7355.31028111253
88	7534.039633393179
89	7714.967533508427
90	7898.094863006018
91	8083.422487021918
92	8270.951254764675
93	8460.68199997392
94	8652.615541366702
95	8846.752683065295
96	9043.094215004423
97	9241.640913328827
98	9442.393540770996
99	9661.804202917037
