N	cond
0	1.0
1	2.1212134217211984
2	2.26423183045035
3	2.6699831221917556
4	3.274313107887805
5	4.062782335998932
6	5.03947059182743
7	6.210429687363573
8	7.661307186752826
9	9.663939994552614
10	12.302199493057216
11	15.427194878956476
12	18.97772327634
13	22.935046664685977
14	27.29279653438177
15	32.0495078606389
16	37.205627404592086
17	42.76237749115311
18	48.72139919503106
19	55.084436457979734
20	61.8532815250124
21	69.0297037622844
22	76.61538994872421
23	84.61196723629534
24	93.0209869178786
25	101.84391492103003
26	111.08214399787127
27	120.73699409913634
28	130.80971549914003
29	141.30149418052608
30	152.2134552035732
31	163.5466674515619
32	175.30214727444545
33	187.48086177263775
34	200.08373255049412
35	213.1116386850812
36	226.5654194919866
37	240.4458772687698
38	254.75377967604493
39	269.4898619590349
40	284.65482901160215
41	300.24935724932254
42	316.2740963556122
43	332.7296708822507
44	349.61668172349204
45	366.9357074869196
46	384.6873057555209
47	402.8720142569221
48	421.49035194986186
49	440.5428200308063
50	460.02990287013387
51	479.9520688835207
52	500.30977134325565
53	521.1034491352959
54	542.3335274660369
55	564.0004185229033
56	586.1045220926669
57	608.6462261405773
58	631.6259073534628
59	655.0439316495631
60	678.9006546575555
61	703.1964221671055
62	727.9315705530255
63	753.1064271749356
64	778.7213107542046
65	804.7765317297435
66	831.2723925941466
67	858.2091882115034
68	885.5872061181427
69	913.4067268074353
70	941.6680239997112
71	970.3713648982567
72	999.5170104322885
73	1029.1052154877202
74	1059.136229126506
75	1089.6102947952363
76	1120.5276505236818
77	1151.88852911384
78	1183.6931583201047
79	1215.9417610210378
80	1248.6345553832607
81	1281.77175501789
82	1315.353569129967
83	1349.380202661263
84	1383.8518564268293
85	1418.7687272456112
86	1454.1310080655128
87	1489.9388880831214
88	1526.1925528584625
89	1562.8921844249562
90	1600.0379613949299
91	1637.630059060807
92	1675.6686494922671
93	1714.1539016295499
94	1753.0859813730956
95	1792.4650516697018
96	1832.2912725954025
97	1872.5648014351334
98	1913.2857927594612
99	1957.7925825444686
