N	cond
0	1.0
1	4.707858198193578
2	21.282995668138117
3	61.04711151820289
4	125.8190418885412
5	215.1506290660612
6	327.87206478509734
7	463.0537095801245
8	620.3471018349253
9	799.812765786282
10	1001.69104515275
11	1226.2771395620541
12	1473.8711109983674
13	1744.758749237621
14	2039.2037308397921
15	2357.445054955399
16	2699.697360633287
17	3066.152599549021
18	3456.9821645145676
19	3872.3390769191374
20	4312.360098985747
21	4777.167724088667
22	5266.872016071491
23	5781.572274331142
24	6321.358510737628
25	6886.312735950309
26	7476.510062927139
27	8092.019642718652
28	8732.905451710072
29	9399.226950818515
30	10091.039636593754
31	10808.395502378959
32	11551.343425439127
33	12319.929493414584
34	13114.197281269533
35	13934.188087781125
36	14779.941138932829
37	15651.493764119305
38	16548.88154989529
39	17472.138475109587
40	18421.29703043796
41	19396.388324789852
42	20397.44218060358
43	21424.487219569233
44	22477.55094021807
45	23556.659788238714
46	24661.83922072825
47	25793.113764832804
48	26950.507071566168
49	28134.04196532512
50	29343.740489504504
51	30579.623948672048
52	31841.712947608055
53	33130.02742751668
54	34444.586699670814
55	35785.40947673371
56	37152.5139019821
57	38545.91757652079
58	39965.63758481978
59	41359.12564761398
