N	cond
0	1.0
1	1.7594221006715633
2	2.33570850622048
3	3.414087363397688
4	4.603043498322748
5	5.42717359653315
6	7.04801937588879
7	9.444646091411286
8	12.423941553907698
9	16.006772544618347
10	20.395819363816056
11	25.440675455444545
12	30.980431378299468
13	37.12089594055908
14	43.924859302498646
15	51.32533803870338
16	59.31011122687444
17	67.92216325360252
18	77.16472348574506
19	87.02248530481127
20	97.50280512227987
21	108.6168061012053
22	120.36389170935992
23	132.74381032432817
24	145.7612992368884
25	159.4196527053894
26	173.71996960329662
27	188.66419909688506
28	204.25487585211877
29	220.49385225665483
30	237.3826844016018
31	254.92311874888085
32	273.1168415741366
33	291.96533213755356
34	311.4700089368083
35	331.63227245774186
36	352.453443748897
37	373.93476624193573
38	396.07743808428705
39	418.88261149456497
40	442.35138526939403
41	466.48481179510856
42	491.28390362438375
43	516.7496337474685
44	542.8829369013193
45	569.684712933193
46	597.1558290469243
47	625.2971211618105
48	654.1093956547977
49	683.5934311703206
50	713.7499800643662
51	744.5797697109475
52	776.0835038183803
53	808.2618636495479
54	841.1155091199607
55	874.6450798326647
56	908.8511960595946
57	943.734459653276
58	979.2954548965934
59	1015.5347493032598
60	1052.4528943703183
61	1090.0504262838788
62	1128.3278665828557
63	1167.2857227846418
64	1206.9244889748272
65	1247.2446463631898
66	1288.2466638088886
67	1329.9309983167998
68	1372.29809550699
69	1415.348390059016
70	1459.082306132972
71	1503.5002577686319
72	1548.6026492641224
73	1594.3898755355037
74	1640.8623224584285
75	1688.0203671930065
76	1735.8643784928533
77	1784.394716999397
78	1833.611735522212
79	1883.5157793062322
80	1934.1071862867266
81	1985.386287332567
82	2037.3534064785183
83	2090.0088611473634
84	2143.3529623620097
85	2197.386014948556
86	2252.1083177306255
87	2307.5201637153855
88	2363.6218402718
89	2420.4136293013426
90	2477.8958074020547
91	2536.0686460254856
92	2594.9324116276507
93	2654.4873658139613
94	2714.7337654781786
95	2775.671862936396
96	2837.3019060554193
97	2899.6241383767156
98	2962.6387992351547
99	3031.510794422413
