N	cond
1	1.0
2	3.2874061183226573
3	22.81718893540294
4	69.8481813592539
5	144.10430445836553
6	250.64492849892716
7	386.5417412535677
8	553.5691866662052
9	757.2606716443638
10	996.8086878207733
11	1270.6196604662837
12	1578.2698584415016
13	1920.3872265869495
14	2298.460755198782
15	2713.371701515655
16	3164.973850214985
17	3652.946371369467
18	4177.35737661585
19	4738.630900771877
20	5337.207041735917
21	5973.289391859718
22	6646.898923788857
23	7358.066338886349
24	8106.922209698848
25	8893.650514350114
26	9718.40567637455
27	10581.282803089218
28	11482.347926781078
29	12421.676284949506
30	13399.360827308717
31	14415.496559232766
32	15470.165439321958
33	16563.435558290093
34	17695.36967134085
35	18866.03168647733
36	20075.486392783212
37	21323.795803202076
38	22611.017048216734
39	23937.203231548625
40	25302.405373732206
41	26706.67337822114
42	28150.05570978327
43	29632.598751473553
44	31154.346665850775
45	32715.341767329857
46	34315.62494288303
47	35955.235808335885
48	37634.2126529425
49	39352.59238559489
50	41110.41059594958
51	42907.70168665423
52	44744.49898398999
53	46620.834789990506
54	48536.7404037231
55	50492.24615166012
56	52487.38143829785
57	54522.17480225197
58	56596.653962735814
59	58710.84585307625
60	60864.776650084335
61	63058.47180502755
62	65291.95607633958
63	67565.25356131712
64	69878.38772420575
65	72231.38142082206
66	74624.25692244514
67	77057.03593856844
68	79529.73963953141
69	82042.38867733031
70	84595.00320564082
71	87187.60289794915
72	89820.20696516302
73	92492.83417264596
74	95205.50285614996
75	97958.230936907
76	100751.03593657893
77	103583.93499073132
78	106456.94486163148
79	109370.08195156857
80	112323.36231437062
81	115316.80166668774
82	118350.41539966548
83	121424.21858838364
84	124538.22600279067
85	127692.4521168585
86	130886.91111732577
87	134121.61691379567
88	137396.58314583468
89	140711.82319139197
90	144067.3501750044
91	147463.1769753593
92	150899.31623108196
93	154375.78034973072
94	157892.581512337
95	161449.73168143272
96	165047.24260601334
97	168685.12582820276
98	172363.3926879613
99	176082.05432988546
100	179841.12170742668
101	183640.6055885382
102	187480.51655997516
103	191360.865032593
104	195281.66124529607
105	199242.91527093778
106	203244.63701835615
107	207286.8362374223
108	211369.52252453283
109	215492.7053237179
110	219656.39393174363
111	223860.5975027819
112	228105.32504910693
113	232390.58544811004
114	236716.3874416286
115	241082.7396414236
116	245489.65053303613
117	249937.12847545574
118	254425.1817078599
119	258953.81834904835
120	263523.0464030037
121	268132.8737580953
122	272783.3081938974
123	277474.3573792882
124	282206.0288790169
125	286978.3301516776
126	291791.26855485997
127	296644.85134836327
128	301539.0856917006
129	306473.9786505454
130	311449.5371978116
131	316465.7682126404
132	321522.6784869517
133	326620.2747247736
134	331758.5635418235
135	336937.55147169135
136	342157.2449673317
137	347417.65039439505
138	352718.7740457375
139	358060.6221342427
140	363443.20079487114
141	368866.51608919736
142	374330.57400775154
143	379835.38046557247
144	385380.9413075236
145	390967.26230997586
146	396594.34918260464
147	402262.2075671955
148	407970.8430406707
149	413720.26111342537
150	419510.46723719034
151	425341.46679838025
152	431213.26512056653
153	437125.8674723952
154	443079.2790636467
155	449073.5050405119
156	455108.55049792293
157	461184.420477639
158	467301.1199574646
159	473458.65386939875
160	479657.0270891196
161	485896.2444445138
162	492176.3107094006
163	498497.23059428437
164	504859.0087892843
165	511261.64990167314
166	517705.1585350196
167	524189.5392025531
168	530714.7963917399
169	537280.934534025
170	543887.9580398111
171	550535.8712478583
172	557224.6784768973
173	563954.3839655301
174	570724.9919635389
175	577536.5066399447
176	584388.9321386334
177	591282.2725442311
178	598216.5319486944
179	605191.7143428528
180	612207.8237292507
181	619264.8640469881
182	626362.8392089396
183	633501.7530834331
184	640681.609507056
185	647902.4122810519
186	655164.1651774187
187	662466.8719224848
188	669810.536210514
189	677195.1617113088
190	684620.7520539655
191	692087.3108422165
192	699594.8416316911
193	707143.3479752705
194	714732.8333587614
195	722363.3012557476
196	730034.7551187832
197	737747.1983645709
198	745500.634377229
199	753295.0664892253
