N	cond
1	1.0
2	20.70558848675584
3	129.17648677923518
4	478.71871873482803
5	1323.8915265042713
6	3031.1034433170275
7	6073.225625865674
8	11006.222149970336
9	18427.21708251548
10	28917.7910532522
11	42982.26171630517
12	60995.298048449404
13	83172.70388358945
14	109572.2730595293
15	140121.34561251808
16	174659.66246215842
17	212984.08889320568
18	254885.26904185984
19	300171.96064073226
20	348683.52778907923
21	400293.5275282264
22	454907.80304127315
23	512459.8863191756
24	572905.5875215811
25	636217.8282069488
26	702382.1989254492
27	771393.3752018263
28	843252.347135907
29	917964.3434025042
30	995537.3127470947
31	1075980.8360097338
32	1159305.3618826072
33	1245521.6813343677
34	1334640.575236765
35	1426672.5863561707
36	1521627.8794249573
37	1619516.162220274
38	1720346.649658604
39	1824128.0555105757
40	1930868.6032015556
41	2040576.047749876
42	2153257.7041877755
43	2268920.479030737
44	2387570.9024862875
45	2509215.1594904554
46	2633859.119264915
47	2761508.3614567183
48	2892168.200762012
49	3025843.7075724876
50	3162539.7264380837
51	3302260.8924392564
52	3445011.643614618
53	3590796.233398223
54	3739618.7399664517
55	3891483.0746126007
56	4046392.989508913
57	4204352.082526373
58	4365363.804669903
59	4529431.462974352
60	4696558.22811555
61	4866747.1360686775
62	5040001.094316188
63	5216322.885840527
64	5395715.173848694
65	5578180.505375716
66	5763721.31784029
67	5952339.940773419
68	6144038.603020961
69	6338819.436910105
70	6536684.482321559
71	6737635.6908534905
72	6941674.934832675
73	7148804.004555777
74	7359024.619186318
75	7572338.428013124
76	7788747.017059195
77	8008251.909977837
78	8230854.572922485
79	8456556.421623698
80	8685358.819235997
81	8917263.08520076
82	9152270.492660629
83	9390382.278344998
84	9631599.635394132
85	9875923.728779549
86	10123355.68454198
87	10373896.601813335
88	10627547.547724036
89	10884309.5630477
90	11144183.665245185
91	11407170.843566123
92	11673272.068533335
93	11942488.285977459
94	12214820.423822358
95	12490269.38596594
96	12768836.06412391
97	13050521.326998938
98	13335326.029129826
99	13623251.006734246
100	13914297.081336427
101	14208465.060833687
102	14505755.7362681
103	14806169.885366945
104	15109708.271830076
105	15416371.648346508
106	15726160.74877109
107	16039076.302266825
108	16355119.019840954
109	16674289.605903795
110	16996588.749089062
111	17322017.1286745
112	17650575.410948895
113	17982264.25301934
114	18317084.30677512
115	18655036.203706633
116	18996120.56888042
117	19340338.026969086
118	19687689.181035332
119	20038174.62933856
120	20391794.96148877
121	20748550.76357278
122	21108442.60193835
123	21471471.047172375
124	21837636.64770256
125	22206939.9522679
126	22579381.505144943
127	22954961.838223975
128	23333681.480819046
129	23715540.93598924
130	24100540.73284371
131	24488681.36282878
132	24879963.32957937
133	25274387.125151422
134	25671953.228258986
135	26072662.116795894
136	26476514.274721134
137	26883510.14638914
138	27293650.207531057
139	27706934.91888012
140	28123364.70684613
141	28542940.031773698
142	28965661.321415007
143	29391529.029277053
144	29820543.546794422
145	30252705.326914612
146	30688014.771904666
147	31126472.292463675
148	31568078.310249034
149	32012833.21247768
150	32460737.409217004
151	32911791.289951924
152	33365995.24747373
153	33823349.659373194
154	34283854.90763992
155	34747511.37185556
156	35214319.434237905
157	35684279.42235969
158	36157391.756957896
159	36633656.76304932
160	37113074.81911097
161	37595646.25676429
162	38081371.4666583
163	38570250.71156352
164	39062284.41088299
165	39557472.86790612
166	40055816.456996374
167	40557315.467221335
168	41061970.204437025
169	41569781.047619715
170	42080748.34689732
171	42594872.33942064
172	43112153.37562128
173	43632591.79047701
174	44156187.858441904
175	44682941.86310247
176	45212854.199873865
177	45745925.11163434
178	46282154.86260411
179	46821543.837343685
180	47364092.224722676
181	47909800.405991524
182	48458668.61765199
183	49010697.138195895
184	49565886.288349174
185	50124236.29065853
186	50685747.47569275
187	51250420.1171602
188	51818254.46958158
189	52389250.78567426
190	52963409.33927625
191	53540730.40604337
192	54121214.32713703
193	54704861.207827754
194	55291671.34432245
195	55881645.11963531
196	56474782.6622166
197	57071084.26296568
198	57670550.15048422
199	58273180.592934206
